LABEL,TEXT
smishing,"As a valued customer, I am pleased to advise you that following recent lucky draw of your Mobile No. you are awarded with a Rs.5,00,000 Bonus Prize, call 7908807538"
ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same."
ham,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.
ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry"
ham,Ultimately tor motive tui achieve korli.
ham,How come i din c Ã¼... Yup i cut my hair...
ham,Thats cool. i am a gentleman and will treat you with dignity and respect.
ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...
ham,You said to me before i went back to bed that you can't sleep for anything.
ham,Ok.ok ok..then..whats ur todays plan..can we be together?
ham,Oh is it! Which brand?
ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday"
ham,Is it your yahoo boys that bring in the perf? Or legal.
ham,"We're all getting worried over here, derek and taylor have already assumed the worst"
ham,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy
ham,Do you hide anythiing or keeping distance from me
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow
ham,Hi dude hw r u da realy mising u today
ham,I emailed yifeng my part oredi.. Can Ã¼ get it fr him..
ham,"Sir, Waiting for your mail."
ham,Can come my room but cannot come my house cos my house still messy... Haha...
ham,K da:)how many page you want?
ham,Should I tell my friend not to come round til like  &lt;#&gt; ish?
ham,Thanks for picking up the trash.
ham,R u meeting da ge at nite tmr?
ham,You also didnt get na hi hi hi hi hi
ham,Hi dear we saw dear. We both are happy. Where you my battery is low
ham,Yeah that'd pretty much be the best case scenario
ham,Hey what are you doing. Y no reply pa..
ham,Dear we are going to our rubber place
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
ham,"Probably, want to pick up more?"
ham,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... "
spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
ham,Ok but tell me half an hr b4 u come i need 2 prepare.
ham,"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8"
ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..
ham,Ok.ok ..then..what is ur todays plan
ham,K k pa Had your lunch aha.
ham,how are you? I miss you!
ham,yay! finally lol. i missed our cinema trip last week :-(
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,DO NOT B LATE LOVE MUM
smishing,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324"
ham,Your dad is back in ph?
ham,She's fine. Sends her greetings
ham,And by when you're done I mean now
smishing,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net Â£1.50pm approx 3mins
ham,My phone is ringingï¿½
ham,Beerage?
ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  2 Lacs.there is no source to arrange this amount.
ham,Well boy am I glad G wasted all night at applebees for nothing
ham,Msg me when rajini comes.
ham,Howz pain.it will come down today.do as i said ystrday.ice and medicine.
ham,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.
ham,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX
ham,"Sorry, I'll call later in night"
ham,But we havent got da topic yet rite?
ham,How abt making some of the pics bigger?
ham,"I can't right this second, gotta hit people up first"
ham,How much it will cost approx . Per month.
spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!"
ham,aathi..where are you dear..i AM WAITING FOR u
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over."
ham,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
ham,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted"
spam,Ringtone Club: Gr8 new polys direct to your mobile every week !
ham,"Nothing really, just making sure everybody's up to speed"
ham,How would my ip address test that considering my computer isn't a minecraft server
ham,Thank u!
ham,Oh... Kay... On sat right?
ham,Did u fix the teeth?if not do it asap.ok take care.
ham,Wishing you a wonderful week.
ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour
ham,PS U no ur a grown up now right?
smishing,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p"
ham,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... "
spam,Ur HMV Quiz cash-balance is currently Â£500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg
smishing,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl."
ham,what you plan to do on Valentines day on 14 feb
ham,No i am not having any movies in my laptopï¿½downloadï¿½
ham,No did you check? I got his detailed message now
ham,Only once then after ill obey all yours.
ham,Hey what how about your project. Started aha da.
ham,Lol boo I was hoping for a laugh
ham,Good morning. At the repair shop--the ONLY reason i'm up at this hour.
ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
smishing,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
ham,Ooooooh I forgot to tell u I can get on yoville on my phone
ham,Ok..
smishing,"URGENT! Your Mobile number has been awarded with a INR.2,00,000 prize GUARANTEED. Call 7044518857 from land line. Claim 3030. Valid 12hrs only"
ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?"
ham,Happy new year. Hope you are having a good semester
smishing,YOU ARE CHOSEN TO RECEIVE A Â£450 AWARD! Pls call claim number 09066364315 to collect your award which you are selected to receive as a valued mobile customer.
smishing,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18
ham,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?"
ham,I'm now but have to wait till 2 for the bus to pick me.
ham,We can go 4 e normal pilates after our intro...
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
smishing,"	Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622"
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now.
ham,"Sorry, I can't text &amp; drive coherently, see you in twenty"
spam,n 45days Reduce Fat(8 Inch)use*SAUNA SLIM BELT*(650) VIBRATION BELT(999) NCR(50Rs Extra)+Free YOKO Call Now:9268250573/931130487
ham,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D
spam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
ham,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.
ham,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha."
ham,Just come home. I don't want u to be miserable
spam,FreeMsg>FAV XMAS TONES!Reply REAL
ham,Tell your friends what you plan to do on Valentines day
ham,what are your new years plans?
ham,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?
ham,Dunno lei... I might b eatin wif my frens... If Ã¼ wan to eat then i wait 4 Ã¼ lar
ham,:-) :-)
ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
ham,Blank is Blank. But wat is blank? Lol
ham,Still at west coast... Haiz... Ãœ'll take forever to come back...
spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p"
ham,"So check your errors and if you had difficulties, do correction."
ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?
ham,I love u 2 my little pocy bell I am sorry but I love u
ham,Ãœ no home work to do meh...
ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that"
ham,Ãœ all write or wat..
ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!"
ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year.."
ham,I accidentally brought em home in the box
ham,Wat r u doing now?
ham,Hey i'm bored... So i'm thinking of u... So wat r u doing?
ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call on 08000839402 NOW!
smishing,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app
ham,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?"
ham,I can't have a friend in the house because i'm embarassed that everything is scattered on the floor. I think we should work on it.
smishing,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
ham,Why i come in between you people
ham,I tagged MY friends that you seemed to count as YOUR friends.
ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"
ham,Thanks love. But am i doing torch or bold.
ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
smishing,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*"
ham,O shore are you takin the bus
ham,"Its ok, called mom instead have fun"
ham,"Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn"
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?"
ham,"A boy was late 2 home. His father: ""WELCOME"""
ham,Mm yes dear look how i am hugging you both. :-P
ham,You are mistakenï¿½.The fact that you  felt like i would do it to hurt you shows you really don't know me at all.
ham,How much u trying to get?
ham,Lol ok your forgiven :)
spam,WIN a year supply of CDs 4 a store of ur choice worth Â£500 & enter our Â£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
ham,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?"
ham,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for"
ham,Will be office around 4 pm. Now i am going hospital.
ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
ham,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol
smishing,"Nationwide has noticed your debit card was recently used on 22-10-2016 15:04:43, at APPLE ONLINE STORE FOR 1500.00 GBP. If not you please urgently call fraud prevention on 03303800231 or intl +443303800231. Do not reply by sms http://ww.Nationwide.co.uk/"
ham,Gud ni8.swt drms.take care
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? I am sorry"
ham,Hi Princess! Thank you for the pics. You are very pretty. How are you?
ham,Sorry that was my uncle. I.ll keep in touch
smishing,"GOV.UK ALERT CORONAVIRUS It has come to our attention that you have been out of the house more than once. Due to this irresponsible behaviour, we are issuing you a formal warning and ï¿½250 fine. If this continues, the fine could increase to a maximum of ï¿½5000 and/or an arrest. Payment will be taken automatically out of your account. Call 0800345 9999 for any enquiries or to appeal."
ham,Wat time r Ã¼ going to xin's hostel?
ham,R Ã¼ going 4 today's meeting?
ham,Yup song bro. No creative. Neva test quality. He said check review online.
spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO"
ham,What's ur pin?
ham,I love to wine and dine my lady!
ham,Y de asking like this.
ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
smishing,Please call our customer service representative on FREEPHONE 0808 145 4744 between 9am-11pm as you have WON a guaranteed Â£3000 cash or Â£7000 prize!
smishing,	FreeMsg Why haven't you replied to my text? I'm female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end
ham,Are you the cutest girl in the world or what
ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.
ham,Oh ic. I thought you meant mary jane.
ham,I'm at home. Meet u hereï¿½
spam,<Forwarded from 88877>FREE entry into our Â£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com
smishing,	Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
spam,"Meet Top 35 US universities in Delhi at India Habitat Centre Lodhi Road on Nov 8th, 2 to 6 pm for student admission.Entry Free,  details contact 9911489000"
ham,"And that's fine, I got enough bud to last most of the night at least"
ham,You call him and tell now infront of them. Call him now.
spam,Only 1 day left for SAWAN KI BAHAR compt. for Agents/DOs/CLIAs. Qualify the competition and win maximum prizes...SDM
ham,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.
ham,Wat Ã¼ doing now?
ham,Wish i were with you now!
ham,Hi:)cts employee how are you?
ham,Okie.. Thanx..
ham,You do got a shitload of diamonds though
ham,Mine here like all fr china then so noisy.
ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow!
ham,Honey boo I'm missing u.
ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.
ham,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u.."
smishing,	We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ..."
ham,India have to take lead:)
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.
smishing,Todays Vodafone numbers ending with 4882 are selected to a receive a Â£350 award. If your number matches call 09064019014 to receive your Â£350 award.
ham,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.
ham,i can call in  &lt;#&gt;  min if thats ok
ham,You should get more chicken broth if you want ramen unless there's some I don't know about
ham,And you! Will expect you whenever you text! Hope all goes well tomo
ham,"Goodmorning, today i am late for 3 min."
ham,It shall be fine. I have avalarr now. Will hollalater
ham,I'm working technical support :)voice process.
ham,Ok i'm coming home now.
ham,happened here while you were adventuring
smishing,"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo"
ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu
ham,Great! How is the office today?
ham,Well she's in for a big surprise!
ham,Stupid.it is not possible
ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.
ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now
spam,December only! You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
ham,Super msg da:)nalla timing.
ham,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe
ham,"Awesome, I'll see you in a bit"
ham,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!"
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget"
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
ham,What are youdoing later? Sar xxx
smishing,We would like to inform you that you have been recorded as leaving your home on 3 occasions yesterday. A fine of ï¿½35 has been added to your gov.ukï¿½account. For further information please visitï¿½gov.uk/ coronavirus-penalty-payment racking. Protect the NHS. Save lives
ham,Honeybee Said: *I'm d Sweetest in d World* God Said: U Havnt Met d Person Reading This Msg
ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!
ham,Wife.how she knew the time of murder exactly
ham,Thanx a lot...
ham,Im done. Just studyn in library
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
ham,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!"
ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it."
smishing,"Final Chance! Claim ur Â£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile!"
spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
ham,"Probably gonna be here for a while, see you later tonight &lt;)"
ham,Lil fever:) now fine:)
spam,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for Â£3/wk
ham,i am seeking a lady in the street and a freak in the sheets. Is that you?
smishing,"Todays Vodafone numbers ending 9167 are selected to receive a Rs.2,00,000 award. If you have a match please call 7044518857 quoting claim code 5001 standard rates apply"
ham,"Sorry, I can't help you on this."
ham,Armand says get your ass over to epsilon
ham,Ãœ log off 4 wat. It's sdryb8i
ham,Sat right? Okay thanks...
ham,Ok u can take me shopping when u get paid =D
ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
ham,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ã¼ cut ur hair.
smishing,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate "
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
ham,Ok lor but not too early. Me still having project meeting now.
ham,So now my dad is gonna call after he gets out of work and ask all these crazy questions.
ham,I'm expressing  my gratitude brother. I promise i wont take your help for granted. You have been helping at all times.
smishing,We have recalculated your vehicle tax. You are owed ï¿½48.84 due to over payment.Click the secure link http:// 103.208.86.96 to claim your refund.
ham,Yup having my lunch buffet now.. U eat already?
ham,Mm that time you dont like fun
ham,"Oh yes, why is it like torture watching england?"
ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IÂ’m knackered and iÂ’m dreading work tonight. What are thou upto tonight. X
ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:)
ham,Well thats nice. Too bad i cant eat it
ham,Ãœ takin linear algebra today?
ham,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP"""
ham,Hi. Hope you had a good day. Have a better night.
ham,I'm going for bath will msg you next  &lt;#&gt;  min..
smishing,Sorry I missed your call let's talk when you have the time. I'm on 07090201529
ham,Mm feeling sleepy. today itself i shall get that dear
ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
ham,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!"
ham,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply"
ham,"Just checked out, heading out to drop off my stuff now"
ham,how tall are you princess?
ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!"
ham,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?
spam,"	Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123"
ham,What type of stuff do you sing?
ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished"
spam,PPORTUNITY to Own flat on NOIDA Xprsway *2bhk-19.63 lac(Al Insv) *3bhk-25.46 lac(Al.Insv) *0km frm FNG/Metro statn *Valid for 6 dayz sms IN to 567670
spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs Â£1.50 each"
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evening and stay blessed
ham,Both :) i shoot big loads so get ready!
ham,Aight do you still want to get money
ham,When/where do I pick you up
smishing,Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 7908807538 Your Paytm A/C will block within 24hr Thank you.
smishing,"Todays Vodafone numbers ending 7548 are selected to receive a Rs.2,00,000 award. If you have a match please call 8536074310 quoting claim code 4041 standard rates apply"
smishing,"URGENT! Your Mobile number has been awarded with a INR.2,00,000 prize GUARANTEED. Call 6200992462 from land line. Claim 3030. Valid 12hrs only"
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays...Gud mrng"
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
ham,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItÂ’s the least a unique person like u deserve. Sleep tight or morning
ham,"Some friends want me to drive em someplace, probably take a while"
smishing,Congratulations - in this week's competition draw u have won the ï¿½1450 prize to claim just call 09050002312 . T&Cs/stop SMS 08718727868.
smishing,	December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
ham,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?
ham,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?"
ham,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.
ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx
ham,When are you guys leaving?
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question call  08452810075
ham,Sounds great! Are you home now?
ham,Finally the match heading towards draw as your prediction.
ham,"Sure, I'll see if I can come by in a bit"
ham,"Now, whats your house # again ? And do you have any beer there ?"
ham,If I was I wasn't paying attention
ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.
spam,RCT' THNQ Adrian for U text. Rgds Vatian
ham,"Sorry,in meeting I'll call later"
ham,You still coming tonight?
ham,Where wuld I be without my baby? The thought alone mite break me and I donÂ’t wanna go crazy but everyboy needs his lady xxxxxxxx
ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday."
ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
ham,So no messages. Had food?
smishing,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
ham,Thought praps you meant another one. Goodo! I'll look tomorrow
smishing,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
smishing,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
smishing,"Congrats, Your Product Order at Paytm Mall Pvt. Ltd. Is accepted. Message  Your Name Company and account number to PH 7679046492"
ham,Some of them told accenture is not confirm. Is it true.
spam,Moby Pub Quiz.Win a Â£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP Â£1.50 008704050406 SP Arrow
spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx CallsÂ£1/minmoremobsEMSPOBox45PO139WA
ham,i want to grasp your pretty booty :)
ham,Dhoni have luck to win some big title.so we will win:)
ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..
ham,"They can try! They can get lost, in fact. Tee hee"
ham,Ok i also wan 2 watch e 9 pm show...
ham,Leave it de:-). Start Prepare for next:-)..
ham,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x"
ham,Thank you princess! I want to see your nice juicy booty...
ham,So what about you. What do you remember
ham,Where r e meeting tmr?
ham,"Hi this is yijue, can i meet u at 11 tmr?"
ham,No break time one... How... I come out n get my stuff fr Ã¼?
ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already â€¦
